"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","1.953410","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","2.048466","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","15","5","1","19.384548","0","49"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","1.934098","0","2"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","21","51","51","1","59.951000","0","51"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","12.918719","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","8","8","1","4.487844","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","4","4","1","2.606086","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","67.237823","0","77"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","635","635","1","507.499298","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","22","4","1","28.855663","0","99"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","21","12","12","1","9.732065","0","14"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","8","2","1","7.709634","0","22"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","8","8","1","7.953388","0","12"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","21","2","2","1","1.903032","0","2"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","135","8","3","152.713638","0","1389"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","45","2","1","61.812759","0","450"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","3","1","139.434708","0","3572"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","21","15","3","1","20.919912","0","62"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","44","2","1","42.929646","0","395"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","15","1","1","21.047279","0","72"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.579743","0","2"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","21","45","2","1","60.834534","0","406"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","2.131277","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","2","2","1","2.419622","0","2"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","45","1","1","60.557941","0","464"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","45","1","1","61.965271","0","464"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","32","1","1","41.174053","0","209"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","40","4","1","36.462196","0","164"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","45","2","1","64.319199","0","466"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","45","2","1","63.794102","0","519"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","45","2","1","62.005157","0","468"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","45","2","1","63.631329","0","491"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","45","2","1","63.151413","0","496"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","45","2","1","65.236420","0","581"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","45","2","1","65.541817","0","557"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","45","2","1","64.499641","0","508"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","45","2","1","62.472736","0","479"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","45","2","1","62.691696","0","520"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","45","2","1","64.402725","0","507"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","45","2","1","64.437805","0","482"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","45","2","1","64.204330","0","521"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","45","2","1","65.687462","0","545"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","45","2","1","64.563828","0","480"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","45","2","1","63.001427","0","467"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","45","2","1","63.185711","0","484"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","45","2","1","63.783848","0","506"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","45","2","1","62.221996","0","454"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","45","2","1","65.313774","0","507"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","45","2","1","63.506020","0","500"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","45","4","1","60.002094","0","361"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","45","2","1","63.882755","0","490"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","45","2","1","63.716103","0","508"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","45","2","1","63.965599","0","494"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","45","2","1","62.334072","0","519"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","45","2","1","62.281132","0","467"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","45","2","1","64.599792","0","470"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","45","1","1","65.472832","0","490"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","45","2","1","70.106216","0","504"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","45","2","1","64.680046","0","532"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","45","2","1","66.187576","0","480"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","45","2","1","66.222481","0","501"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","45","1","1","64.842224","0","467"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","10","4","1","16.540791","0","27"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","45","2","1","64.067589","0","544"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","45","2","1","63.813175","0","483"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","45","2","1","64.267342","0","539"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","32","1","1","40.394848","0","231"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","45","2","1","64.491554","0","537"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","45","2","1","64.160713","0","470"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","45","2","1","64.544380","0","463"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","45","1","1","62.450649","0","434"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","45","1","1","63.465675","0","433"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","30","2","1","32.389076","0","232"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","6","1","4.741379","0","10"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","8","1","6.162409","0","8"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","12","1","8.806742","0","16"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","6","1","5.589555","0","10"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","4.259061","0","4"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","45","1","1","62.153938","0","516"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","45","1","1","57.061699","0","283"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","45","1","1","62.025284","0","453"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","45","1","1","61.430408","0","423"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","45","1","1","73.908897","0","671"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","60","1","1","81.785500","0","997"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","2","2","1","2.151894","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","2","2","1","2.099300","0","2"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","45","1","1","64.072395","0","526"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","45","1","1","65.171432","0","462"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","45","2","1","65.251022","0","519"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","21","15","1","1","23.532661","0","72"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","21","15","3","1","26.386885","0","67"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","45","2","1","77.447342","0","495"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","45","1","1","62.558521","0","468"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","12","1","8.249403","0","18"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","6","6","1","5.106599","0","10"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","21","8","8","1","6.197195","0","10"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","8","1","6.225097","0","10"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","52","2","1","80.852135","0","653"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","13","6","29.190630","0","81"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","33","33","2","29.839108","0","38"
"/OpenXR/Devices/M_XRController.M_XRController","24","45","45","3","65.405350","0","51"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","2","2","1","2.572988","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","2.668502","0","2"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","10","1","32.682938","0","96"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.600243","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.649209","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","2.349514","0","2"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","24","15","5","1","20.815203","0","38"
"/OculusVR/Materials/touchController_mat.touchController_mat","24","30","9","1","33.754490","0","116"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","2","2","1","2.243624","0","2"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","2","2","1","2.458123","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","2","2","1","2.372973","0","2"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","44","9","1","99.976425","0","172"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","104","6","1","210.694595","0","749"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","24","195","6","1","118.301971","0","2207"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","24","75","10","1","73.082100","0","469"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","240","14","1","264.516724","0","4093"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","24","2","2","1","2.034705","0","2"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","24","2","2","1","2.116591","0","2"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","2.209934","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","30","1","32.917442","0","30"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.265731","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.301866","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","15","1","20.570742","0","15"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","2.261973","0","2"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","51","51","1","64.444664","0","71"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","10","1","13.185266","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","8","8","1","4.561415","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","4","4","1","2.948497","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","77","1","70.804123","0","77"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","635","635","1","560.821228","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","22","10","1","32.804230","0","56"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","24","12","12","1","9.756138","0","20"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","24","8","8","1","7.753869","0","8"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","24","8","8","1","8.181078","0","10"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","24","2","2","1","2.243855","0","2"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","24","135","24","3","169.210007","0","690"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","24","45","8","1","64.322662","0","231"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","135","10","1","139.473373","0","1323"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","24","15","15","1","21.284773","0","20"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","24","44","10","1","46.768089","0","209"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","24","15","15","1","21.284708","0","23"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","3.028911","0","2"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","45","2","1","61.719173","0","198"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","2.332455","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","2.672650","0","2"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","45","10","1","62.869961","0","193"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","45","10","1","65.433113","0","192"
"/Game/StarterContent/Materials/M_Glass.M_Glass","24","32","3","1","41.933376","0","106"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","40","10","1","35.770443","0","164"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","45","4","1","64.679916","0","206"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","45","4","1","64.917107","0","206"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","45","4","1","65.138268","0","206"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","45","4","1","65.626221","0","206"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","45","4","1","64.997993","0","229"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","45","4","1","67.037430","0","275"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","24","45","4","1","67.972054","0","274"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","45","4","1","66.360184","0","237"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","45","4","1","64.655922","0","229"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","45","4","1","65.886337","0","229"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","45","4","1","65.526382","0","239"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","45","4","1","65.949532","0","229"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","45","4","1","65.936348","0","262"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","45","4","1","67.977890","0","275"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","45","4","1","65.663155","0","206"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","45","4","1","64.628029","0","206"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","45","4","1","65.190826","0","242"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","45","1","1","65.025032","0","266"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","45","4","1","64.434975","0","197"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","45","4","1","67.378021","0","239"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","45","4","1","64.449745","0","272"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","45","4","1","61.717827","0","206"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","45","4","1","65.081734","0","206"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","45","4","1","64.985275","0","197"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","45","4","1","66.295113","0","239"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","45","4","1","61.818020","0","206"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","45","4","1","64.568474","0","206"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","45","4","1","66.619781","0","206"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","45","4","1","67.061386","0","227"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","45","4","1","72.713661","0","273"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","45","4","1","67.905167","0","247"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","45","4","1","66.861923","0","300"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","45","4","1","69.015694","0","262"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","45","10","1","65.684006","0","249"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","10","10","1","16.105083","0","14"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","45","4","1","65.941605","0","295"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","24","45","1","1","64.304741","0","213"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","24","45","10","1","67.000854","0","263"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","32","8","1","44.239079","0","98"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","24","45","8","1","67.864838","0","185"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","45","8","1","66.003159","0","249"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","45","9","1","67.992966","0","206"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","45","8","1","64.719543","0","189"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","24","45","1","1","67.025772","0","239"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","30","9","1","32.120464","0","137"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","4.970547","0","6"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","8","1","6.292410","0","14"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","24","12","8","1","11.950995","0","34"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","6","1","5.435814","0","6"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","4","4","2","4.671796","0","4"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","45","2","1","63.926949","0","209"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","24","45","6","1","59.521187","0","167"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","45","6","1","65.277222","0","203"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","24","45","6","1","62.542522","0","244"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","24","45","1","1","78.726517","0","300"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","24","60","6","1","85.300056","0","443"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","24","2","2","1","2.443007","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","2","2","1","2.849069","0","2"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","24","45","8","1","65.837135","0","184"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","24","45","9","1","65.868858","0","202"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","24","45","1","1","69.457298","0","178"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","24","15","3","1","24.121414","0","38"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","24","15","15","1","28.569359","0","23"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","24","45","10","1","65.733398","0","261"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","24","45","8","1","64.136932","0","259"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","24","12","12","1","9.802462","0","16"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","24","6","6","1","5.188460","0","6"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","24","8","8","1","6.585394","0","8"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","8","8","1","6.384262","0","8"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","24","52","10","1","88.086205","0","296"
