"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","8","8","1","16.289885","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","4","4","1","9.113894","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","242.432922","0","77"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","635","635","1","1787.518066","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","22","1","1","260.606415","0","142"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","21","12","2","1","410.721252","0","38"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","8","2","1","8.063560","0","26"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","8","8","1","8.436080","0","12"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","21","2","2","1","5.460767","0","2"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","135","8","3","166.979126","0","1502"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","45","2","1","65.925888","0","474"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","1","1","146.155197","0","3353"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","21","15","2","1","21.830141","0","64"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","44","3","1","43.514877","0","398"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","15","2","1","22.167662","0","67"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","3.045970","0","2"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","21","45","2","1","65.300682","0","430"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","1.957582","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","2","2","1","2.640960","0","2"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","45","1","1","63.882626","0","464"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","45","1","1","65.312584","0","442"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","32","1","1","42.707134","0","240"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","40","4","1","37.878445","0","164"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","45","2","1","66.530907","0","481"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","45","2","1","66.774651","0","467"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","45","2","1","68.102982","0","431"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","45","2","1","67.390823","0","460"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","45","2","1","67.126526","0","521"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","45","1","1","66.801735","0","561"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","45","2","1","71.911263","0","635"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","45","2","1","66.519279","0","480"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","45","2","1","65.844879","0","461"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","45","2","1","65.051941","0","519"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","45","2","1","67.471962","0","480"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","45","2","1","67.349640","0","519"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","45","2","1","67.905319","0","479"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","45","2","1","69.788101","0","545"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","45","2","1","66.342125","0","465"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","45","2","1","67.256378","0","480"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","45","2","1","69.352554","0","498"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","45","2","1","65.886627","0","457"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","45","2","1","63.958698","0","480"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","45","2","1","69.813797","0","519"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","45","2","1","65.066750","0","462"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","45","3","1","64.955612","0","350"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","45","2","1","67.655205","0","503"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","45","2","1","66.633888","0","475"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","45","2","1","67.690712","0","495"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","45","2","1","71.895935","0","495"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","45","2","1","70.490273","0","507"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","45","2","1","69.156479","0","520"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","45","2","1","68.575310","0","508"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","45","2","1","69.969719","0","479"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","45","2","1","70.027184","0","459"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","45","2","1","68.430458","0","457"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","45","2","1","67.690735","0","492"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","45","2","1","66.658821","0","461"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","10","3","1","15.382936","0","31"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","45","2","1","66.742851","0","480"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","45","2","1","64.688271","0","477"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","45","2","1","65.251091","0","419"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","32","1","1","42.024998","0","214"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","45","1","1","82.126221","0","433"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","45","1","1","67.252014","0","460"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","45","1","1","155.013382","0","425"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","45","1","1","185.231873","0","866"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","45","1","1","196.998856","0","854"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","45","1","1","192.281448","0","865"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","30","1","1","98.282806","0","385"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","2","1","16.974707","0","16"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","4","1","17.980154","0","23"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","3","1","25.339544","0","39"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","2","1","13.899573","0","16"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","12.540638","0","4"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","45","1","1","179.670471","0","603"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","45","1","1","213.016830","0","877"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","45","1","1","187.472198","0","778"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","45","1","1","218.009811","0","924"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","60","1","1","241.039078","0","1584"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","2","2","1","6.429472","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","2","2","1","6.117777","0","2"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","45","1","1","178.766479","0","846"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","45","1","1","198.481354","0","869"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","45","1","1","203.708115","0","824"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","21","15","2","1","61.328671","0","109"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","21","15","1","1","67.755333","0","105"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","45","1","1","209.922760","0","907"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","52","1","1","252.110931","0","982"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","2","1","17.664251","0","22"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","45","1","1","187.790756","0","840"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","3","1","28.380203","0","50"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","6","6","1","16.129070","0","10"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","21","8","2","1","16.987097","0","22"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","26","6","67.810509","0","28"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","33","33","2","98.717896","0","33"
"/OpenXR/Devices/M_XRController.M_XRController","24","45","45","3","122.237984","0","51"
"Globals","24","759","0","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","2","2","1","9.538836","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","8.187994","0","2"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","6","1","33.655140","0","116"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.812145","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.877747","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","2.225706","0","2"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","24","15","15","1","21.770517","0","23"
"/OculusVR/Materials/touchController_mat.touchController_mat","24","30","9","1","33.811432","0","116"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","2","2","1","2.262171","0","2"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","2","2","1","2.513196","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","2","2","1","2.435070","0","2"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","44","9","1","102.613029","0","174"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","104","6","1","215.887360","0","763"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","24","195","10","1","120.833885","0","2207"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","24","75","6","1","75.660835","0","395"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","240","4","1","827.729492","0","6611"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","24","2","2","1","7.609447","0","2"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","24","2","2","1","7.292697","0","2"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","6.953035","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","30","1","107.579567","0","30"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","7.021146","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","7.984767","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","15","1","69.053505","0","15"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","7.743254","0","2"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","51","51","1","227.745132","0","51"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","10","1","46.415565","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","8","8","1","16.136648","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","4","4","1","10.295992","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","77","1","236.749313","0","77"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","635","635","1","1730.840088","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","22","6","1","498.714935","0","96"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","24","12","2","1","228.478622","0","33"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","24","8","8","1","8.452281","0","8"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","24","8","4","1","20.174603","0","22"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","24","2","2","1","151.669662","0","2"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","24","135","25","3","183.014816","0","653"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","24","45","10","1","67.205406","0","224"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","135","10","1","147.828217","0","1318"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","24","15","15","1","24.199305","0","20"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","24","44","8","1","49.627495","0","209"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","24","15","15","1","23.097038","0","23"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","2.827627","0","2"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","45","2","1","65.385880","0","198"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","2.150721","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","3.136874","0","2"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","45","10","1","68.253738","0","188"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","45","10","1","67.773430","0","193"
"/Game/StarterContent/Materials/M_Glass.M_Glass","24","32","4","1","43.636776","0","102"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","40","10","1","38.753696","0","164"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","45","4","1","68.631310","0","206"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","45","4","1","68.917999","0","220"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","45","10","1","66.736969","0","197"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","45","4","1","69.380150","0","206"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","45","10","1","69.507439","0","262"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","45","4","1","72.701416","0","268"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","24","45","4","1","72.948006","0","274"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","45","4","1","67.895676","0","230"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","45","4","1","67.328758","0","229"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","45","9","1","69.867714","0","216"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","45","4","1","68.524513","0","206"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","45","4","1","70.634331","0","229"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","45","10","1","69.050591","0","264"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","45","4","1","72.702797","0","266"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","45","4","1","69.993576","0","239"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","45","4","1","68.728020","0","206"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","45","10","1","68.745178","0","206"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","45","4","1","70.044075","0","229"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","45","10","1","67.952332","0","206"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","45","4","1","72.488670","0","206"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","45","4","1","69.814453","0","220"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","45","4","1","65.998535","0","197"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","45","4","1","70.221153","0","253"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","45","4","1","71.452942","0","206"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","45","4","1","72.191360","0","275"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","45","10","1","74.774391","0","206"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","45","4","1","70.363190","0","239"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","45","12","1","72.511597","0","272"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","45","4","1","71.420769","0","239"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","45","4","1","71.054237","0","239"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","45","10","1","70.710228","0","262"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","45","4","1","73.282684","0","275"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","45","4","1","74.549866","0","272"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","45","10","1","72.380432","0","218"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","10","10","1","17.577496","0","14"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","45","10","1","71.120262","0","264"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","24","45","4","1","66.751472","0","206"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","24","45","4","1","65.919106","0","197"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","32","8","1","52.103863","0","104"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","24","45","1","1","75.206223","0","179"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","45","8","1","83.364456","0","174"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","45","3","1","197.646484","0","432"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","45","3","1","181.502045","0","421"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","24","45","3","1","210.861145","0","408"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","45","3","1","193.551804","0","444"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","30","4","1","102.036964","0","220"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","14.630712","0","6"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","8","1","18.446625","0","14"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","24","12","12","1","34.841152","0","22"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","6","1","16.281929","0","10"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","4","4","2","13.448801","0","4"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","24","45","6","1","181.515594","0","333"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","45","4","1","185.165482","0","426"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","24","45","4","1","191.025497","0","392"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","24","45","1","1","229.622482","0","621"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","24","60","1","1","231.871902","0","816"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","24","2","2","1","7.522145","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","2","2","1","7.170494","0","2"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","24","45","4","1","190.865662","0","412"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","24","45","2","1","201.394119","0","449"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","24","45","2","1","202.324142","0","433"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","24","15","4","1","64.591362","0","68"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","24","15","5","1","73.982460","0","62"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","24","45","3","1","196.749008","0","390"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","24","52","1","1","259.493896","0","512"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","8","8","1","21.972315","0","8"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","24","45","3","1","189.640427","0","432"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","24","12","12","1","31.024162","0","22"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","24","6","6","1","17.238817","0","6"
